1,1,2,2,3,3,4,4
335.898188,335.898188,478.639809,478.639809,629.867191,629.867191,766.965731,766.965731
0.27826,0.27826,0.38491,0.38491,0.49473,0.49473,0.59838,0.59838
0,0,0,0,0,0,0,0
2.27628,0.88459,2.37531,0.79694,2.5891,0.75694,2.61103,0.2459
2.28284,0.90579,2.41399,0.86776,2.31812,0.80459,2.67744,0.29399
2.3564,0.93661,2.35885,0.89246,2.44855,0.77377,3.11965,0.02536
2.23191,0.94295,2.32265,0.88262,2.4174,0.84175,3.09842,0.0247
2.26919,0.94667,2.3621,0.88568,2.52477,0.69049,3.21686,0.02667
2.34783,0.9471,2.39142,0.91344,2.42968,0.84066,3.6418,0.06929
2.30861,0.95082,2.2692,0.90492,2.29087,0.80066,4.00774,0.08175
2.31161,0.95279,2.34988,0.92197,2.32479,0.87366,3.54075,0.06098
2.27533,0.95366,2.34454,0.91891,2.2995,0.85443,3.64472,0.06164
2.30502,0.95366,2.54591,0.90951,2.26682,0.85596,3.62121,0.06164
2.27376,0.95279,2.38277,0.92612,2.29159,0.86557,3.65053,0.06164
2.22909,0.95454,2.30581,0.9294,2.42098,0.85836,3.58718,0.06164
2.30381,0.95694,2.34551,0.93027,2.41488,0.76306,3.67361,0.06164
2.30417,0.95781,2.39298,0.92874,2.34937,0.86098,3.73277,0.06164
2.30306,0.95803,2.34894,0.9353,2.24667,0.87322,3.68127,0.06164
2.34619,0.95541,2.30285,0.93683,2.28708,0.85814,3.65071,0.06164
2.26777,0.95869,2.34402,0.93268,2.5143,0.22273,3.80078,0.06164
2.34217,0.95825,2.42625,0.91497,2.30871,0.76831,3.71442,0.06164
2.30687,0.95869,2.46181,0.93923,2.53077,0.25902,3.72483,0.06164
2.2285,0.96022,2.34168,0.93902,2.38343,0.76896,3.8046,0.06164
2.26541,0.95978,2.38424,0.93945,2.54695,0.42907,3.58261,0.06164
2.305,0.95978,2.34183,0.93989,2.48851,0.19956,3.61509,0.05049
2.26776,0.95781,2.42126,0.94077,2.49189,0.4118,3.85898,0.05071
2.26962,0.96022,2.46425,0.93858,2.74599,0.16831,3.75885,0.06186
2.22555,0.96066,2.38247,0.94033,4.08512,0.0024,3.81837,0.05049
2.2274,0.96262,2.38632,0.93792,4.1442,0.0024,3.49247,0.06164
2.30372,0.96284,2.34915,0.93814,4.14575,0.0024,3.69314,0.06164
2.22537,0.96109,2.26606,0.93967,4.10339,0.0024,3.7649,0.06164
2.26473,0.96459,2.34183,0.9388,4.23324,0.0024,3.43656,0.06142
2.26493,0.96568,2.42345,0.93923,4.35724,0.0024,3.6273,0.06164
2.38053,0.9659,2.26403,0.94011,4.27406,0.0024,3.64563,0.06164
2.26591,0.96525,2.38611,0.93792,4.19397,0.0024,3.64332,0.06164
2.22714,0.96503,2.38251,0.93749,4.07153,0.0024,3.59603,0.06164
2.30292,0.96503,2.26432,0.94033,4.15161,0.0024,3.65614,0.06164
2.26601,0.96503,2.46026,0.94055,4.23324,0.0024,3.65812,0.06142
2.34375,0.96568,2.34841,0.93814,4.27406,0.0024,3.50615,0.06164
2.22542,0.96568,2.42511,0.93923,4.27406,0.0024,3.46643,0.06208
2.34173,0.96612,2.30467,0.93989,4.15161,0.0024,3.70638,0.06208
2.3417,0.9659,2.26408,0.94011,4.1108,0.0024,3.52358,0.06273
2.26419,0.9659,2.30467,0.94011,4.31488,0.0024,3.7772,0.06273
2.22602,0.96546,2.38048,0.94098,4.19243,0.0024,3.59798,0.05333
2.30289,0.96568,2.42129,0.93967,4.15161,0.0024,3.56276,0.06776
2.22878,0.96328,2.38106,0.94011,4.27406,0.0024,3.63153,0.03432
2.2289,0.96612,2.34166,0.94033,4.19243,0.0024,3.91242,0.03257
2.3033,0.96568,2.41929,0.93923,4.27406,0.0024,3.83341,0.03213
2.22525,0.96525,2.34351,0.94098,4.31488,0.0024,3.66599,0.03082
2.22535,0.96546,2.3449,0.93989,4.31488,0.0024,3.90963,0.02842
2.26405,0.96612,2.34881,0.92219,4.19243,0.0024,3.74772,0.03257
2.38434,0.96612,2.34166,0.93945,4.23324,0.0024,3.87004,0.03497
2.22527,0.96612,2.3435,0.94033,4.15316,0.0024,3.95241,0.03344
