   0.05000,   0.05000
 105.42184, 105.42184
   0.19494,   0.19494
   0.00000,   0.00000
   3.36236,   0.12000
   3.16730,   0.11519
   3.04245,   0.10995
   2.97015,   0.10120
   2.88821,   0.08721
   2.83128,   0.08240
   2.78277,   0.08372
   2.76204,   0.08721
   2.73336,   0.09246
   2.71601,   0.09902
   2.70125,   0.11082
   2.68809,   0.13617
   2.67621,   0.18492
   2.66493,   0.32000
   2.65537,   0.31541
   2.59233,   0.76459
   2.58122,   0.76765
   2.57217,   0.77202
   2.56422,   0.77596
   2.55711,   0.77923
   2.55065,   0.78361
   2.54477,   0.78470
   2.53937,   0.78754
   2.53439,   0.79126
   2.52978,   0.79279
   2.52549,   0.79563
   2.52148,   0.79913
   2.51773,   0.80197
   2.51420,   0.80503
   2.51088,   0.80721
   2.50773,   0.80809
   2.50475,   0.80896
   2.50192,   0.81093
   2.49922,   0.81202
   2.49664,   0.81464
   2.49418,   0.81683
   2.49183,   0.81858
   2.48957,   0.81967
   2.48741,   0.82055
   2.48532,   0.82208
   2.48332,   0.82273
   2.48139,   0.82426
   2.47952,   0.82557
   2.47772,   0.82710
   2.47597,   0.82842
   2.47426,   0.82995
   2.47258,   0.83060
   2.47086,   0.83279
   2.46914,   0.83432
   2.46756,   0.83563
