8,8,16,16,32,32,62,62,124,124,250,250,500,500,750,750,1000,1000,1500,1500,2000,2000,2500,2500,5000,5000,7500,7500,10000,10000,15000,15000,20000,20000,30000,30000
103.24443,103.24443,102.77401,102.77401,102.65836,102.65836,104.07756,104.07756,106.29574,106.29574,109.45715,109.45715,115.46711,115.46711,126.74773,126.74773,133.52044,133.52044,142.12748,142.12748,155.02727,155.02727,168.06616,168.06616,230.42613,230.42613,291.67458,291.67458,353.02636,353.02636,482.24547,482.24547,604.43428,604.43428,855.07175,855.07175
0.18952,0.18952,0.18955,0.18955,0.19354,0.19354,0.18954,0.18954,0.19248,0.19248,0.19652,0.19652,0.20551,0.20551,0.31416,0.31416,0.21309,0.21309,0.2703,0.2703,0.23539,0.23539,0.25031,0.25031,0.30618,0.30618,0.35902,0.35902,0.42127,0.42127,0.54201,0.54201,0.64401,0.64401,0.8757,0.8757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94391,0.16612,3.8858,0.18426,3.72771,0.18863,3.59217,0.2282,3.45846,0.18579,3.39005,0.13552,3.35424,0.08109,3.31636,0.10798,3.33995,0.11388,3.36683,0.09967,3.39665,0.1012,3.33289,0.08197,3.34572,0.15585,3.39965,0.08328,3.39288,0.08328,3.40903,0.08437,3.46699,0.09858,3.46892,0.06689
3.79963,0.22098,3.72945,0.32459,3.58115,0.2424,3.43175,0.36874,3.27249,0.31891,3.16197,0.36984,3.11233,0.16831,3.08323,0.13661,3.13457,0.10492,3.15695,0.10273,3.14555,0.10251,3.10407,0.08197,3.11523,0.13421,3.13171,0.08393,3.16064,0.08284,3.21368,0.0835,3.25473,0.10098,3.24493,0.06863
3.76771,0.29246,3.67335,0.3506,3.49633,0.36721,3.3562,0.49421,3.16098,0.48109,3.0233,0.49421,2.99264,0.35038,2.98336,0.08022,2.996,0.10186,2.97996,0.09049,3.00267,0.11279,2.97449,0.08197,2.97541,0.12962,3.01027,0.0835,3.02906,0.08284,3.1115,0.08328,3.11609,0.10208,3.15239,0.06995
3.72134,0.23322,3.61698,0.40852,3.43414,0.4094,3.25489,0.50251,3.07256,0.54579,2.90331,0.62011,2.84076,0.49311,2.85465,0.09574,2.91334,0.08787,2.87553,0.08852,2.92394,0.10885,2.87936,0.08197,2.9202,0.12765,2.95535,0.08306,2.96029,0.08306,3.05469,0.08328,3.04586,0.10055,3.08919,0.07082
3.65209,0.39563,3.55485,0.44175,3.41248,0.38973,3.20348,0.50667,3.01574,0.55781,2.84972,0.62055,2.77824,0.6059,2.7816,0.21661,2.81536,0.09705,2.82235,0.11454,2.881,0.16044,2.81145,0.08197,2.88295,0.12765,2.92653,0.08306,2.92252,0.08328,3.00097,0.08328,3.01077,0.10164,3.05182,0.07104
3.63845,0.42536,3.5203,0.47847,3.35899,0.44678,3.14282,0.55344,2.93996,0.62732,2.80857,0.63126,2.72519,0.67585,2.72923,0.66426,2.76066,0.13945,2.77178,0.12153,2.80292,0.0977,2.77393,0.08372,2.84172,0.13858,2.90324,0.08328,2.85513,0.08962,2.97065,0.08328,2.98875,0.10142,3.02359,0.07213
3.60202,0.46601,3.49138,0.50208,3.32358,0.50863,3.0951,0.56809,2.8806,0.65814,2.7565,0.66295,2.68541,0.71082,2.67991,0.62339,2.7199,0.37355,2.71317,0.11016,2.72985,0.12437,2.7292,0.09617,2.78858,0.13617,2.88358,0.08328,2.84077,0.08393,2.95199,0.0835,2.97225,0.1012,3.00879,0.07257
3.60227,0.41224,3.46629,0.52,3.28707,0.52918,3.05,0.59694,2.84,0.67934,2.72259,0.67956,2.65614,0.72656,2.64776,0.7071,2.65819,0.71016,2.67705,0.13858,2.68628,0.2341,2.72278,0.08306,2.75471,0.20262,2.86863,0.08328,2.77566,0.08393,2.89842,0.08328,2.95951,0.10011,3.02597,0.07279
3.57209,0.41945,3.44363,0.53027,3.25856,0.57574,3.00996,0.61902,2.80735,0.69093,2.69791,0.69311,2.63433,0.73246,2.61775,0.72219,2.61124,0.72962,2.65553,0.19978,2.6254,0.67956,2.67638,0.09224,2.75188,0.22426,2.85495,0.0835,2.7553,0.08372,2.88238,0.08306,2.94864,0.10033,2.98677,0.07322
3.55334,0.48459,3.42271,0.54011,3.235,0.59825,2.98435,0.63366,2.77923,0.7047,2.677,0.70361,2.61635,0.7412,2.59745,0.7329,2.58916,0.74601,2.63823,0.41902,2.6295,0.16918,2.64934,0.08721,2.65529,0.36,2.80441,0.08372,2.75006,0.0835,2.86504,0.08219,2.93895,0.10011,2.9397,0.07388
3.52938,0.4859,3.40322,0.54404,3.2045,0.61836,2.94767,0.63781,2.75521,0.71803,2.65876,0.71344,2.60052,0.74863,2.5821,0.73836,2.57162,0.7541,2.62293,0.53574,2.60968,0.45792,2.62934,0.09027,2.62416,0.27301,2.79759,0.08393,2.72556,0.08415,2.81882,0.08197,2.92736,0.10033,2.90081,0.07454
3.53357,0.48984,3.38491,0.54907,3.17183,0.63279,2.91717,0.64743,2.73196,0.7318,2.64242,0.72328,2.58655,0.75475,2.56975,0.7447,2.55701,0.76131,2.55692,0.77049,2.54144,0.76743,2.61791,0.09814,2.56142,0.7753,2.77299,0.08415,2.71586,0.08437,2.80598,0.08197,2.88919,0.10011,2.88327,0.07519
3.50359,0.52481,3.36754,0.55148,3.15191,0.63344,2.89037,0.6553,2.71099,0.7412,2.62735,0.73115,2.57411,0.76087,2.55577,0.75475,2.54421,0.76962,2.54181,0.77705,2.53006,0.77683,2.60815,0.10929,2.53958,0.7541,2.75219,0.08459,2.70631,0.08525,2.7933,0.08219,2.87669,0.09902,2.87332,0.07541
3.49171,0.50951,3.35092,0.55519,3.121,0.64546,2.86637,0.66164,2.69248,0.74689,2.61335,0.73814,2.56287,0.76372,2.54407,0.76262,2.53265,0.77443,2.53029,0.78645,2.51754,0.7847,2.59915,0.12066,2.52588,0.77137,2.67415,0.08437,2.69903,0.0859,2.76537,0.08197,2.86671,0.09945,2.86565,0.07541
3.48084,0.52087,3.33492,0.55913,3.10415,0.64634,2.84455,0.66929,2.67581,0.75388,2.60051,0.74667,2.55256,0.76721,2.53328,0.76962,2.52237,0.77902,2.51965,0.79038,2.50666,0.78754,2.59093,0.13596,2.5157,0.78426,2.65087,0.08481,2.69287,0.08656,2.73651,0.08219,2.86068,0.10536,2.85782,0.07607
3.46468,0.52503,3.31944,0.56175,3.07555,0.66098,2.82453,0.67563,2.66061,0.76044,2.58878,0.7541,2.54298,0.77071,2.52321,0.77508,2.51304,0.78514,2.50999,0.7941,2.49778,0.79344,2.58348,0.15038,2.50583,0.79607,2.6395,0.08503,2.68587,0.08634,2.72228,0.08219,2.856,0.10623,2.85332,0.07672
3.45287,0.52437,3.30441,0.56284,3.05916,0.66448,2.80615,0.68197,2.64666,0.76634,2.57799,0.75847,2.53406,0.77574,2.51379,0.77945,2.5043,0.78973,2.50145,0.79934,2.48988,0.79803,2.57665,0.17508,2.49686,0.80634,2.631,0.08546,2.67988,0.08634,2.71376,0.08219,2.85028,0.10667,2.85007,0.07694
3.44172,0.52852,3.28979,0.56678,3.03395,0.67803,2.78932,0.68831,2.63381,0.7729,2.56798,0.76393,2.52576,0.78077,2.50504,0.78579,2.49619,0.79344,2.49348,0.80437,2.48203,0.80197,2.57029,0.21224,2.48965,0.81158,2.62364,0.08656,2.67494,0.08656,2.70926,0.08219,2.84493,0.10863,2.84261,0.07672
3.4308,0.53093,3.27552,0.56852,3.01762,0.68372,2.77402,0.69246,2.62193,0.77486,2.55863,0.7718,2.51804,0.78601,2.49691,0.78973,2.48879,0.79803,2.48607,0.80896,2.47454,0.80481,2.56429,0.27825,2.48335,0.81552,2.61799,0.08721,2.67019,0.08699,2.70692,0.08219,2.84097,0.10951,2.8061,0.07628
