   2.00000,   2.00000,   0.91373,   0.49804
3435.44068,3435.44068,   0.97255,   0.63529
   0.29598,   0.29598,   0.98431,   0.72157
   0.00000,   0.00000,   1.00000,   0.69804
   3.33548,   0.32000,   0.12157,   0.65098
   3.10262,   0.42339,   0.10980,   0.53333
   2.95068,   0.50470,   0.09412,   0.44314
   2.85068,   0.56765,   0.06667,   0.36471
   2.78777,   0.60175,   0.07451,   0.51373
   2.73822,   0.63126,   0.20392,   0.58824
   2.69603,   0.65902,   0.37255,   0.65098
   2.66552,   0.67563,   0.57647,   0.61569
   2.63979,   0.69246,   0.71765,   0.54118
   2.61498,   0.69792,   0.79608,   0.43529
   2.59500,   0.71257,   0.68627,   0.33333
   2.57381,   0.71388,   0.50980,   0.29412
   2.55792,   0.74055,   0.23137,   0.27843
   2.54071,   0.74164,   0.15686,   0.28627
   2.52566,   0.75519,   0.22353,   0.29804
   2.51346,   0.75847,   0.16471,   0.28235
   2.50389,   0.76087,   0.10196,   0.27059
   2.49304,   0.78251,   0.10196,   0.30196
   2.47955,   0.78951,   0.11373,   0.32941
   2.47167,   0.79038,   0.12549,   0.31765
   2.46375,   0.79519,   0.13333,   0.29804
   2.45516,   0.80699,   0.12941,   0.27451
   2.44717,   0.80437,   0.12157,   0.26275
   2.43709,   0.81333,   0.12157,   0.28235
   2.43274,   0.82492,   0.12157,   0.10588
   2.42504,   0.82142,   0.13333,   0.11373
   2.41736,   0.83607,   0.14510,   0.11765
   2.41229,   0.83279,   0.15686,   0.10980
   2.40611,   0.84131,   0.16471,   0.10196
   2.40123,   0.85071,   0.16078,   0.10588
   2.39678,   0.85071,   0.16471,   0.10980
   2.39219,   0.85158,   0.13725,   0.11373
   2.38683,   0.86164,   0.27451,   0.12157
   2.38351,   0.86601,   0.49020,   0.12941
   2.37904,   0.86295,   0.69804,   0.14510
   2.37546,   0.86689,   0.82353,   0.15686
   2.37458,   0.87213,   0.77255,   0.16863
   2.36891,   0.87650,   0.63137,   0.16471
   2.36698,   0.88634,   0.41569,   0.15686
   2.36301,   0.88656,   0.56471,   0.10196
   2.35960,   0.89246,   0.93725,   0.21176
   2.35594,   0.89224,   0.97647,   0.36078
   2.35335,   0.89027,   0.97647,   0.61176
   2.35253,   0.89552,   1.00000,   0.73333
   2.34738,   0.89967,   0.12549,   0.71373
   2.34573,   0.90579,   0.11373,   0.70196
   2.34487,   0.90361,   0.09804,   0.68235
   2.34357,   0.90798,   0.07451,   0.60000
   2.34067,   0.90995,   0.07451,   0.61569
   2.33922,   0.91432,   0.13333,   0.61176
   2.33539,   0.90798,   0.24314,   0.60392
   2.33398,   0.91432,   0.47843,   0.53725
   2.33190,   0.91432,   0.69412,   0.45490
   2.33060,   0.91913,   0.78431,   0.36471
   2.32765,   0.91847,   0.78039,   0.28627
   2.32773,   0.92306,   0.63922,   0.24706
   2.32605,   0.92372,   0.30196,   0.23529
   2.32495,   0.92809,   0.16471,   0.27451
   2.32330,   0.92721,   0.25098,   0.31765
   2.31982,   0.92940,   0.18431,   0.33333
   2.32030,   0.92481,   0.12549,   0.33725
   2.31779,   0.92568,   0.10980,   0.31373
   2.31684,   0.93093,   0.11373,   0.29020
   2.31615,   0.92721,   0.11765,   0.28627
   2.31407,   0.92852,   0.12549,   0.28627
   2.31334,   0.93333,   0.12157,   0.28235
   2.31265,   0.93421,   0.11765,   0.27843
   2.31137,   0.93661,   0.12157,   0.29020
   2.31064,   0.93770,   0.12941,   0.12157
   2.30870,   0.94077,   0.14118,   0.12157
   2.30865,   0.93858,   0.15294,   0.12157
   2.30632,   0.93683,   0.14902,   0.11373
   2.30488,   0.93792,   0.14510,   0.10980
   2.30347,   0.94208,   0.14510,   0.10980
   2.30243,   0.94361,   0.16863,   0.11373
   2.30186,   0.94208,   0.24314,   0.12157
   2.30096,   0.94667,   0.35294,   0.12941
   2.29977,   0.94077,   0.43922,   0.14118
   2.29957,   0.94645,   0.69804,   0.15294
   2.29932,   0.94973,   0.82745,   0.14510
   2.29810,   0.94557,   0.71765,   0.14510
   2.29576,   0.94973,   0.57255,   0.18431
   2.29609,   0.94667,   0.48627,   0.21569
   2.29459,   0.95169,   0.63137,   0.16471
   2.29449,   0.94929,   0.96471,   0.14118
   2.29367,   0.95191,   0.98431,   0.19608
   2.29330,   0.95016,   0.96863,   0.45882
   2.29127,   0.95388,   0.99216,   0.67843
   2.29164,   0.95366,   0.12941,   0.68235
   2.28988,   0.95388,   0.12157,   0.70588
   2.29051,   0.95388,   0.10980,   0.70196
   2.28868,   0.95541,   0.10196,   0.70980
   2.28889,   0.95432,   0.09804,   0.67843
   2.28781,   0.95519,   0.08235,   0.60784
   2.28692,   0.95650,   0.12941,   0.52157
   2.28534,   0.95694,   0.32941,   0.43529
   2.28557,   0.95760,   0.63137,   0.35686
   2.28573,   0.95650,   0.78039,   0.30196
   2.28575,   0.95803,   0.75294,   0.26275
   2.28371,   0.95694,   0.75686,   0.22745
   2.28385,   0.96000,   0.61569,   0.22353
   2.28286,   0.96066,   0.40392,   0.28235
   2.28326,   0.95607,   0.21176,   0.34902
   2.28168,   0.96000,   0.12157,   0.38431
   2.28097,   0.96066,   0.18431,   0.38824
   2.28088,   0.96131,   0.14902,   0.32549
   2.28030,   0.96044,   0.12157,   0.25490
   2.27937,   0.96350,   0.11373,   0.25490
   2.27860,   0.96197,   0.11765,   0.27451
   2.27812,   0.96219,   0.11373,   0.29020
   2.27754,   0.96525,   0.11765,   0.30196
   2.27722,   0.96612,   0.12549,   0.29804
   2.27692,   0.96656,   0.13333,   0.12941
   2.27663,   0.96350,   0.13725,   0.12549
   2.27636,   0.96678,   0.14118,   0.12549
   2.27539,   0.96525,   0.13725,   0.12157
   2.27486,   0.96481,   0.14118,   0.11765
   2.27492,   0.96656,   0.16863,   0.11765
   2.27447,   0.96765,   0.22353,   0.12157
   2.27417,   0.96612,   0.33333,   0.12549
   2.27409,   0.96809,   0.45490,   0.12941
   2.27326,   0.96481,   0.54118,   0.13725
   2.27274,   0.96656,   0.69804,   0.14118
   2.27165,   0.96787,   0.74510,   0.14510
   2.27240,   0.96743,   0.65490,   0.14902
   2.27240,   0.96896,   0.52549,   0.17255
   2.27073,   0.96962,   0.48235,   0.19216
   2.27044,   0.96809,   0.61176,   0.17647
   2.26971,   0.96809,   1.00000,   0.14510
   2.27093,   0.96721,   1.00000,   0.07843
   2.26958,   0.96590,   1.00000,   0.16471
   2.26891,   0.96918,   1.00000,   0.40000
   2.26881,   0.97027,   0.13725,   0.63529
   2.26852,   0.96984,   0.12941,   0.74902
