   0.00010,   0.00010,   0.00050,   0.00050,   0.00100,   0.00100,   0.00500,   0.00500,   0.00600,   0.00600,   0.00700,   0.00700,   0.00800,   0.00800,   0.00900,   0.00900,   0.01000,   0.01000,   0.02000,   0.02000,   0.03000,   0.03000,   0.04000,   0.04000,   0.05000,   0.05000,   0.06000,   0.06000,   0.07000,   0.07000,   0.08000,   0.08000,   0.09000,   0.09000,   0.10000,   0.10000,   0.20000,   0.20000,   0.30000,   0.30000,   0.40000,   0.40000,   0.50000,   0.50000,   1.00000,   1.00000,   5.00000,   5.00000,  10.00000,  10.00000
 105.45772, 105.45772, 107.62744, 107.62744, 107.61332, 107.61332, 107.64025, 107.64025, 107.71582, 107.71582, 103.17499, 103.17499, 103.77534, 103.77534, 103.03033, 103.03033, 103.13804, 103.13804, 106.89698, 106.89698, 106.43422, 106.43422, 105.71614, 105.71614, 105.42193, 105.42193, 103.47314, 103.47314, 103.35047, 103.35047, 103.57986, 103.57986, 103.62673, 103.62673, 103.75239, 103.75239, 103.59482, 103.59482, 103.67460, 103.67460, 104.18424, 104.18424, 103.96881, 103.96881, 103.62671, 103.62671, 100.01838, 100.01838, 100.38634, 100.38634
   0.19947,   0.19947,   0.19947,   0.19947,   0.19650,   0.19650,   0.19554,   0.19554,   0.18854,   0.18854,   0.19348,   0.19348,   0.18949,   0.18949,   0.18949,   0.18949,   0.23936,   0.23936,   0.19548,   0.19548,   0.19348,   0.19348,   0.19249,   0.19249,   0.18949,   0.18949,   0.18850,   0.18850,   0.18650,   0.18650,   0.18850,   0.18850,   0.18750,   0.18750,   0.19255,   0.19255,   0.18750,   0.18750,   0.19448,   0.19448,   0.19049,   0.19049,   0.19348,   0.19348,   0.18550,   0.18550,   0.18251,   0.18251,   0.18251,   0.18251
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   4.20863,   0.00503,   4.08865,   0.00765,   4.03981,   0.01355,   3.72929,   0.07410,   3.70888,   0.04525,   3.68060,   0.10251,   3.63690,   0.08306,   3.64287,   0.07366,   3.58884,   0.18011,   3.45918,   0.15978,   3.43751,   0.14776,   3.31886,   0.06995,   3.36195,   0.13311,   3.34041,   0.10186,   3.40930,   0.08219,   3.37367,   0.10885,   3.37825,   0.08393,   3.36644,   0.08393,   3.56285,   0.08459,   3.66641,   0.04765,   3.67146,   0.05530,   3.64666,   0.04612,   3.77082,   0.03126,   3.72003,   0.02404,   3.66724,   0.03432
   4.17089,   0.00568,   3.98793,   0.00962,   3.88789,   0.04109,   3.61540,   0.08022,   3.56576,   0.06842,   3.57229,   0.13202,   3.50303,   0.08459,   3.52319,   0.10142,   3.42474,   0.25158,   3.22305,   0.49290,   3.22465,   0.11891,   3.09961,   0.07607,   3.16148,   0.13290,   3.12540,   0.15913,   3.21931,   0.08219,   3.15061,   0.10842,   3.18966,   0.08372,   3.19927,   0.08306,   3.36091,   0.08568,   3.57517,   0.04874,   3.54384,   0.05311,   3.63619,   0.04590,   3.71917,   0.02623,   3.68582,   0.02404,   3.65906,   0.03432
   4.13379,   0.00743,   3.91872,   0.01792,   3.81468,   0.06404,   3.53868,   0.07607,   3.47741,   0.08044,   3.48946,   0.14907,   3.39902,   0.07913,   3.42568,   0.11038,   3.29021,   0.43169,   3.08295,   0.56743,   3.05667,   0.46186,   3.00659,   0.08962,   3.04788,   0.13945,   2.95994,   0.10951,   3.08602,   0.08219,   3.07398,   0.10820,   3.10610,   0.08372,   3.09778,   0.08284,   3.25183,   0.09115,   3.46821,   0.04940,   3.47681,   0.03541,   3.60813,   0.04831,   3.69107,   0.02645,   3.68325,   0.02404,   3.67388,   0.03432
   4.09931,   0.00874,   3.86510,   0.03104,   3.76799,   0.07825,   3.47243,   0.06710,   3.40101,   0.08197,   3.41525,   0.15060,   3.31125,   0.07235,   3.34500,   0.11082,   3.19307,   0.50863,   2.99890,   0.60153,   2.94006,   0.55410,   2.93129,   0.08918,   2.95757,   0.13005,   2.83224,   0.44765,   3.04826,   0.08197,   3.03294,   0.10623,   3.05208,   0.08481,   3.02834,   0.08372,   3.18778,   0.09071,   3.40295,   0.04852,   3.36258,   0.03410,   3.55452,   0.05115,   3.64875,   0.02579,   3.67227,   0.02404,   3.68079,   0.03432
   4.06854,   0.01027,   3.82291,   0.04634,   3.73222,   0.08634,   3.41296,   0.06557,   3.33619,   0.08350,   3.34302,   0.18077,   3.23537,   0.07563,   3.27520,   0.10273,   3.12351,   0.54295,   2.94099,   0.62404,   2.87002,   0.64874,   2.85888,   0.13880,   2.91767,   0.12634,   2.79064,   0.09814,   3.01811,   0.08197,   3.00746,   0.10710,   2.98806,   0.08372,   2.99626,   0.08328,   3.15055,   0.09093,   3.32952,   0.04962,   3.34475,   0.03410,   3.52760,   0.04831,   3.63741,   0.02842,   3.63633,   0.02404,   3.65282,   0.03432
   4.04153,   0.01137,   3.79067,   0.06164,   3.70183,   0.09158,   3.35838,   0.06579,   3.28156,   0.08787,   3.27424,   0.27760,   3.17703,   0.08831,   3.20884,   0.10098,   3.07058,   0.57180,   2.89776,   0.63978,   2.81857,   0.68197,   2.82287,   0.41137,   2.84967,   0.11869,   2.75513,   0.12525,   2.98744,   0.08197,   2.98831,   0.10383,   2.95654,   0.09093,   2.93753,   0.08197,   3.09205,   0.08678,   3.28039,   0.04743,   3.33036,   0.03388,   3.49831,   0.05202,   3.64014,   0.02667,   3.63170,   0.02404,   3.67072,   0.03432
